state,distnum,distid,party,yearel,origvote,totvote,highestvote,sechighestvote,officeexp
56,1,426,100,1988,119256,159988,119256,40732,3
56,1,426,200,1988,40732,159988,119256,40732,0
56,1,426,100,1990,72849,108506,72849,35657,4
56,1,426,200,1990,35657,108506,72849,35657,0
56,1,426,100,1992,172924,172924,172924,NA,5
56,1,426,100,1994,103177,146767,103177,43590,6
56,1,426,200,1994,43590,146767,103177,43590,0
56,1,426,100,1996,171334,171334,171334,NA,7
56,1,426,100,1998,105101,124114,105101,19013,8
56,2,427,100,1946,39041,80265,41224,39041,0
56,2,427,200,1946,41224,80265,41224,39041,0
56,2,427,100,1948,61786,113012,61786,51226,0
56,2,427,200,1948,51226,113012,61786,51226,1
56,2,427,100,1950,53485,98410,53485,44925,1
56,2,427,200,1950,44925,98410,53485,44925,1
56,2,427,100,1952,67172,130492,67172,63320,2
56,2,427,200,1952,63320,130492,67172,63320,0
56,2,427,100,1954,50283,91454,50283,41171,3
56,2,427,200,1954,41171,91454,50283,41171,0
56,2,427,100,1956,63327,120924,63327,57597,4
56,2,427,200,1956,57597,120924,63327,57597,0
56,2,427,100,1958,57761,92197,57761,34436,5
56,2,427,200,1958,34436,92197,57761,34436,0
56,2,427,100,1960,74184,123087,74184,NA,6
56,2,427,100,1962,62291,106060,62291,43769,7
56,2,427,200,1962,43769,106060,62291,43769,0
56,2,427,100,1964,87928,135385,87928,47457,8
56,2,427,200,1964,47457,135385,87928,47457,0
56,2,427,100,1966,51235,84911,51235,33676,9
56,2,427,200,1966,33676,84911,51235,33676,0
56,2,427,100,1968,91022,147933,91022,56911,10
56,2,427,200,1968,56911,147933,91022,56911,0
56,2,427,100,1970,56263,89772,56263,33509,11
56,2,427,200,1970,33509,89772,56263,33509,0
56,2,427,100,1972,128286,183235,128286,54949,12
56,2,427,200,1972,54949,183235,128286,54949,0
56,2,427,100,1974,73683,114462,73683,40779,13
56,2,427,200,1974,40779,114462,73683,40779,0
56,2,427,100,1976,145405,197635,145405,52230,14
56,2,427,200,1976,52230,197635,145405,52230,0
56,2,427,100,1978,69683,125955,69683,56272,15
56,2,427,200,1978,56272,125955,69683,56272,0
56,2,427,100,1980,80940,183745,102805,80940,0
56,2,427,200,1980,102805,183745,102805,80940,0
56,2,427,200,1982,49413,137317,49413,NA,0
56,2,427,200,1984,78936,179281,78936,NA,1
56,2,427,200,1986,33554,109909,33554,NA,0
56,2,427,200,1990,50708,113882,50708,NA,0
56,2,427,200,1992,59102,203090,59102,NA,0
56,2,427,200,1994,51691,142448,51691,NA,0
56,2,427,200,1996,63933,205484,63933,NA,0
56,2,427,200,1998,29136,136153,29136,7660,0
56,3,428,100,1946,39872,82258,42386,39872,0
56,3,428,200,1946,42386,82258,42386,39872,0
56,3,428,100,1948,68055,119178,68055,51123,0
56,3,428,200,1948,51123,119178,68055,51123,1
56,3,428,100,1950,56794,104383,56794,47589,1
56,3,428,200,1950,47589,104383,56794,47589,0
56,3,428,100,1952,71926,134765,71926,NA,2
56,3,428,100,1954,54684,92902,54684,38218,3
56,3,428,200,1954,38218,92902,54684,38218,0
56,3,428,100,1956,62240,120863,62240,58623,4
56,3,428,200,1956,58623,120863,62240,58623,0
56,3,428,100,1958,59084,98591,59084,39507,5
56,3,428,200,1958,39507,98591,59084,39507,0
56,3,428,100,1960,71718,119976,71718,48258,6
56,3,428,200,1960,48258,119976,71718,48258,0
56,3,428,100,1962,74743,121087,74743,46344,2
56,3,428,200,1962,46344,121087,74743,46344,0
56,3,428,100,1964,103117,157683,103117,54566,3
56,3,428,200,1964,54566,157683,103117,54566,0
56,3,428,100,1966,60073,97489,60073,37416,4
56,3,428,200,1966,37416,97489,60073,37416,0
56,3,428,100,1968,82911,137075,82911,54164,5
56,3,428,200,1968,54164,137075,82911,54164,0
56,3,428,100,1970,57630,88155,57630,30525,6
56,3,428,200,1970,30525,88155,57630,30525,0
56,3,428,100,1972,67441,185787,118346,67441,0
56,3,428,200,1972,118346,185787,118346,67441,7
56,3,428,100,1974,77586,113209,77586,35623,8
56,3,428,200,1974,35623,113209,77586,35623,0
56,3,428,100,1976,128086,128086,128086,NA,9
56,3,428,100,1978,74837,126421,74837,51584,10
56,3,428,200,1978,51584,126421,74837,51584,0
56,3,428,100,1980,84980,179563,94583,84980,0
56,3,428,200,1980,94583,179563,94583,84980,0
56,3,428,200,1982,60844,146250,60844,787,0
56,3,428,200,1984,59128,184434,59128,NA,0
56,3,428,200,1986,39820,113489,39820,NA,0
56,3,428,200,1988,41478,161670,41478,NA,0
56,3,428,100,1992,122279,186291,122279,64012,8
56,3,428,200,1992,64012,186291,122279,64012,0
56,3,428,100,1994,74967,117349,74967,42382,9
56,3,428,200,1994,42382,117349,74967,42382,0
56,3,428,100,1996,145550,145550,145550,NA,10
56,3,428,100,1998,78814,91010,78814,NA,11
56,4,429,100,1946,49408,104340,54932,49408,0
56,4,429,200,1946,54932,104340,54932,49408,0
56,4,429,100,1948,72378,136379,72378,64001,0
56,4,429,200,1948,64001,136379,72378,64001,1
56,4,429,100,1950,64265,124436,64265,60171,1
56,4,429,200,1950,60171,124436,64265,60171,1
56,4,429,100,1952,71819,153923,82104,71819,2
56,4,429,200,1952,82104,153923,82104,71819,0
56,4,429,100,1954,56498,112492,56498,55994,2
56,4,429,200,1954,55994,112492,56498,55994,1
56,4,429,100,1956,69871,148096,78225,69871,3
56,4,429,200,1956,78225,148096,78225,69871,1
56,4,429,100,1958,60794,118085,60794,57291,0
56,4,429,200,1958,57291,118085,60794,57291,2
56,4,429,100,1960,82931,155983,82931,73052,1
56,4,429,200,1960,73052,155983,82931,73052,0
56,4,429,100,1962,83507,144438,83507,60931,2
56,4,429,200,1962,60931,144438,83507,60931,0
56,4,429,100,1964,109287,178540,109287,69253,3
56,4,429,200,1964,69253,178540,109287,69253,0
56,4,429,100,1966,71751,120147,71751,48396,4
56,4,429,200,1966,48396,120147,71751,48396,0
56,4,429,100,1968,94507,147143,94507,52636,5
56,4,429,200,1968,52636,147143,94507,52636,0
56,4,429,100,1970,62531,92786,62531,30255,6
56,4,429,200,1970,30255,92786,62531,30255,0
56,4,429,100,1972,100600,164842,100600,64242,0
56,4,429,200,1972,64242,164842,100600,64242,0
56,4,429,100,1974,66420,66420,66420,NA,7
56,4,429,100,1976,73626,161518,73626,59067,0
56,4,429,200,1976,28825,161518,73626,59067,0
56,4,429,100,1978,70035,70035,70035,NA,1
56,4,429,100,1980,117595,153615,117595,36020,2
56,4,429,200,1980,36020,153615,117595,36020,0
56,4,429,100,1982,91184,113238,91184,22054,3
56,4,429,200,1982,22054,113238,91184,22054,0
56,4,429,100,1984,98919,148393,98919,49474,4
56,4,429,200,1984,49474,148393,98919,49474,0
56,4,429,100,1986,58217,81707,58217,23490,5
56,4,429,200,1986,23490,81707,58217,23490,0
56,4,429,100,1988,78812,128565,78812,49753,6
56,4,429,200,1988,49753,128565,78812,49753,0
56,4,429,100,1990,39948,76894,39948,36946,7
56,4,429,200,1990,36946,76894,39948,36946,0
56,5,430,100,1946,43154,75908,43154,32754,0
56,5,430,200,1946,32754,75908,43154,32754,0
56,5,430,100,1948,71664,110110,71664,38446,1
56,5,430,200,1948,38446,110110,71664,38446,0
56,5,430,100,1950,61000,92777,61000,31777,2
56,5,430,200,1950,31777,92777,61000,31777,0
56,5,430,100,1952,83653,131172,83653,47519,0
56,5,430,200,1952,47519,131172,83653,47519,0
56,5,430,100,1954,52349,77616,52349,25267,1
56,5,430,200,1954,25267,77616,52349,25267,0
56,5,430,100,1956,68638,113117,68638,44479,2
56,5,430,200,1956,44479,113117,68638,44479,0
56,5,430,100,1958,63873,63978,63873,105,3
56,5,430,200,1958,105,63978,63873,105,0
56,5,430,100,1960,77524,111576,77524,NA,4
56,5,430,100,1962,57405,78549,57405,21144,5
56,5,430,200,1962,21144,78549,57405,21144,0
56,5,430,100,1964,77156,110264,77156,33108,3
56,5,430,200,1964,33108,110264,77156,33108,0
56,5,430,100,1966,42722,67192,42722,24470,4
56,5,430,200,1966,24470,67192,42722,24470,0
56,5,430,100,1968,80204,121242,80204,41038,5
56,5,430,200,1968,41038,121242,80204,41038,0
56,5,430,100,1970,48286,68547,48286,20261,6
56,5,430,200,1970,20261,68547,48286,20261,0
56,6,431,200,1946,51064,108525,51064,NA,0
56,6,431,200,1948,59900,159742,59900,NA,0
56,6,431,200,1950,53466,139259,53466,NA,0
56,6,431,100,1952,104387,187816,104387,83429,0
56,6,431,200,1952,83429,187816,104387,83429,0
56,6,431,100,1954,73535,117220,73535,NA,1
56,6,431,100,1956,99854,173964,99854,74110,2
56,6,431,200,1956,74110,173964,99854,74110,0
56,6,431,100,1958,93209,141061,93209,47852,0
56,6,431,200,1958,47852,141061,93209,47852,0
56,6,431,100,1960,108452,175522,108452,67070,1
56,6,431,200,1960,67070,175522,108452,67070,0
61,1,432,100,1948,42565,72910,42565,29864,0
61,1,432,200,1948,29864,72910,42565,29864,0
61,1,432,100,1950,51526,85054,51526,33528,1
61,1,432,200,1950,33528,85054,51526,33528,0
61,1,432,100,1952,56622,123134,66512,56622,2
61,1,432,200,1952,66512,123134,66512,56622,0
61,1,432,100,1954,53307,113730,60423,53307,0
61,1,432,200,1954,60423,113730,60423,53307,1
61,1,432,100,1956,64805,143803,78998,64805,0
61,1,432,200,1956,78998,143803,78998,64805,2
61,1,432,100,1958,59816,146775,86959,59816,0
61,1,432,200,1958,86959,146775,86959,59816,3
61,1,432,100,1960,83676,205239,121563,83676,0
61,1,432,200,1960,121563,205239,121563,83676,4
61,1,432,100,1962,79763,193003,113240,79763,0
61,1,432,200,1962,113240,193003,113240,79763,5
61,1,432,100,1964,113669,254176,140507,113669,0
61,1,432,200,1964,140507,254176,140507,113669,6
61,1,432,100,1966,49913,151920,102007,49913,0
61,1,432,200,1966,102007,151920,102007,49913,7
61,1,432,100,1968,54594,192355,137761,54594,0
61,1,432,200,1968,137761,192355,137761,54594,8
61,1,432,100,1970,45870,145576,99706,45870,0
61,1,432,200,1970,99706,145576,99706,45870,9
61,1,432,100,1972,59900,140353,80453,59900,0
61,1,432,200,1972,80453,140353,80453,59900,10
61,1,432,100,1974,52897,124961,63847,52897,0
61,1,432,200,1974,63847,124961,63847,52897,11
61,1,432,100,1976,68404,168119,96397,68404,0
61,1,432,200,1976,96397,168119,96397,68404,12
61,1,432,100,1978,33178,114286,81108,33178,0
61,1,432,200,1978,81108,114286,81108,33178,13
61,1,432,100,1980,40045,186833,136961,40045,0
61,1,432,200,1980,136961,186833,136961,40045,14
61,1,432,100,1982,41261,135227,89116,41261,0
61,1,432,200,1982,89116,135227,89116,41261,0
61,1,432,100,1984,45609,208027,162418,45609,0
61,1,432,200,1984,162418,208027,162418,45609,1
61,1,432,100,1986,51163,178533,127370,51163,0
61,1,432,200,1986,127370,178533,127370,51163,15
61,1,432,100,1988,71388,256027,184639,71388,0
61,1,432,200,1988,184639,256027,184639,71388,16
61,1,432,200,1990,166223,167016,166223,621,17
61,1,432,100,1992,130715,254789,130715,113613,0
61,1,432,200,1992,113613,254789,130715,113613,18
61,1,432,100,1994,70627,180867,101350,70627,0
61,1,432,200,1994,101350,180867,101350,70627,0
61,1,432,100,1996,89738,225372,135634,89738,0
61,1,432,200,1996,135634,225372,135634,89738,1
61,1,432,100,1998,54108,152948,98840,54108,0
61,1,432,200,1998,98840,152948,98840,54108,2
61,2,433,100,1948,54066,86065,54066,30140,0
61,2,433,200,1948,30140,86065,54066,30140,0
61,2,433,100,1950,63991,92613,63991,28622,1
61,2,433,200,1950,28622,92613,63991,28622,0
61,2,433,100,1952,71245,125266,71245,54021,2
61,2,433,200,1952,54021,125266,71245,54021,0
61,2,433,100,1954,68085,109672,68085,NA,0
61,2,433,100,1956,82110,136706,82110,54596,1
61,2,433,200,1956,54596,136706,82110,54596,0
61,2,433,100,1958,79651,130791,79651,51140,2
61,2,433,200,1958,51140,130791,79651,51140,0
61,2,433,100,1960,95512,171323,95512,75811,3
61,2,433,200,1960,75811,171323,95512,75811,0
61,2,433,100,1962,64510,110729,64510,46219,0
61,2,433,200,1962,46219,110729,64510,46219,0
61,2,433,100,1964,86499,147281,86499,60782,1
61,2,433,200,1964,60782,147281,86499,60782,0
61,2,433,100,1966,66813,112139,66813,45326,2
61,2,433,200,1966,45326,112139,66813,45326,0
61,2,433,100,1968,102301,145536,102301,43235,3
61,2,433,200,1968,43235,145536,102301,43235,0
61,2,433,100,1970,86760,125678,86760,37561,4
61,2,433,200,1970,37561,125678,86760,37561,0
61,2,433,100,1972,97616,153804,97616,56188,5
61,2,433,200,1972,56188,153804,97616,56188,0
61,2,433,100,1974,84491,136377,84491,51886,6
61,2,433,200,1974,51886,136377,84491,51886,0
61,2,433,100,1976,106054,182128,106054,71765,7
61,2,433,200,1976,71765,182128,106054,71765,0
61,2,433,100,1978,67878,129197,67878,58697,8
61,2,433,200,1978,58697,129197,67878,58697,0
61,2,433,100,1980,127736,219686,127736,88653,9
61,2,433,200,1980,88653,219686,127736,88653,0
61,2,433,100,1982,73468,103674,73468,28407,10
61,2,433,200,1982,28407,103674,73468,28407,0
61,2,433,100,1984,106332,121215,106332,14869,11
61,2,433,100,1986,77239,105407,77239,24522,12
61,2,433,200,1986,24522,105407,77239,24522,0
61,2,433,100,1988,99895,136204,99895,36309,13
61,2,433,200,1988,36309,136204,99895,36309,0
61,2,433,100,1990,76549,116179,76549,39586,14
61,2,433,200,1990,39586,116179,76549,39586,0
61,2,433,100,1992,90693,137373,90693,41257,0
61,2,433,200,1992,41257,137373,90693,41257,0
61,2,433,100,1994,62589,100446,62589,32797,1
61,2,433,200,1994,32797,100446,62589,32797,0
61,2,433,100,1996,81982,126101,81982,38786,2
61,2,433,200,1996,38786,126101,81982,38786,0
61,2,433,100,1998,57178,84363,57178,23628,3
61,2,433,200,1998,23628,84363,57178,23628,0
61,3,434,100,1962,25359,45292,25359,19933,0
61,3,434,200,1962,19933,45292,25359,19933,0
61,3,434,100,1964,30565,59367,30565,28802,1
61,3,434,200,1964,28802,59367,30565,28802,0
61,3,434,100,1966,43219,100364,57145,43219,2
61,3,434,200,1966,57145,100364,57145,43219,0
61,3,434,100,1968,46072,125739,79667,46072,0
61,3,434,200,1968,79667,125739,79667,46072,1
61,3,434,100,1970,49626,130865,81239,49626,0
61,3,434,200,1970,81239,130865,81239,49626,2
61,3,434,200,1972,90710,143930,90710,NA,3
61,3,434,100,1974,68424,139921,71497,68424,0
61,3,434,200,1974,71497,139921,71497,68424,4
61,3,434,100,1976,88854,187165,88854,79162,0
61,3,434,200,1976,79162,187165,88854,79162,0
61,3,434,100,1978,111850,131663,111850,19813,1
61,3,434,100,1980,141448,219822,141448,65845,2
61,3,434,200,1980,65845,219822,141448,65845,0
61,3,434,100,1982,58644,159842,101198,58644,0
61,3,434,200,1982,101198,159842,101198,58644,3
61,3,434,100,1984,57748,218328,156686,57748,0
61,3,434,200,1984,156686,218328,156686,57748,4
61,3,434,200,1986,146462,146462,146462,NA,5
61,3,434,100,1988,72417,253330,174453,72417,0
61,3,434,200,1988,174453,253330,174453,72417,6
61,3,434,100,1990,103018,237297,134279,103018,0
61,3,434,200,1990,134279,237297,134279,103018,7
61,3,434,100,1992,88830,258503,158906,88830,0
61,3,434,200,1992,158906,258503,158906,88830,8
61,3,434,100,1994,61939,207335,145396,61939,0
61,3,434,200,1994,145396,207335,145396,61939,9
61,3,434,100,1996,88214,263445,175231,88214,0
61,3,434,200,1996,175231,263445,175231,88214,10
61,3,434,100,1998,66979,204597,137618,66979,0
61,3,434,200,1998,137618,204597,137618,66979,11
61,4,435,100,1972,73309,155820,82511,73309,0
61,4,435,200,1972,82511,155820,82511,73309,0
61,4,435,100,1974,63677,142564,78887,63677,0
61,4,435,200,1974,78887,142564,78887,63677,1
61,4,435,100,1976,92435,191590,93154,92435,0
61,4,435,200,1976,93154,191590,93154,92435,0
61,4,435,100,1978,48661,139429,90768,48661,0
61,4,435,200,1978,90768,139429,90768,48661,1
61,4,435,100,1980,85046,227611,142565,85046,0
61,4,435,200,1980,142565,227611,142565,85046,2
61,4,435,100,1982,44182,145466,95620,44182,0
61,4,435,200,1982,95620,145466,95620,44182,3
61,4,435,200,1984,167558,167615,167558,57,4
61,4,435,100,1986,66894,188833,121939,66894,0
61,4,435,200,1986,121939,188833,121939,66894,0
61,4,435,200,1988,206248,236678,206248,30430,1
61,4,435,100,1990,89395,231238,141843,89395,0
61,4,435,200,1990,141843,231238,141843,89395,2
61,4,435,100,1992,70572,264066,156330,70572,0
61,4,435,200,1992,156330,264066,156330,70572,3
61,4,435,100,1994,69760,193902,116714,69760,0
61,4,435,200,1994,116714,193902,116714,69760,0
61,4,435,100,1996,74857,225343,150486,74857,0
61,4,435,200,1996,150486,225343,150486,74857,1
61,4,435,100,1998,49538,158822,102722,49538,0
61,4,435,200,1998,102722,158822,102722,49538,2
61,5,436,100,1982,82938,166802,82938,80531,0
61,5,436,200,1982,80531,166802,82938,80531,0
61,5,436,100,1984,109871,227938,116075,109871,1
61,5,436,200,1984,116075,227938,116075,109871,0
61,5,436,100,1986,64848,184495,119647,64848,0
61,5,436,200,1986,119647,184495,119647,64848,1
61,5,436,100,1988,78115,242577,164462,78115,0
61,5,436,200,1988,164462,242577,164462,78115,0
61,5,436,100,1990,75642,214617,138975,75642,0
61,5,436,200,1990,138975,214617,138975,75642,2
61,5,436,100,1992,77256,259813,172867,77256,0
61,5,436,200,1992,172867,259813,172867,77256,3
61,5,436,100,1994,63436,220771,149514,63436,0
61,5,436,200,1994,149514,220771,149514,63436,4
61,5,436,100,1996,67597,260898,179349,67597,0
61,5,436,200,1996,179349,260898,179349,67597,5
61,5,436,100,1998,91030,201473,103952,91030,0
61,5,436,200,1998,103952,201473,103952,91030,6
61,6,437,100,1992,124251,234372,124251,97074,0
61,6,437,200,1992,97074,234372,124251,97074,0
61,6,437,100,1994,81321,196068,107060,81321,1
61,6,437,200,1994,107060,196068,107060,81321,0
61,6,437,100,1996,118957,255287,121431,118957,0
61,6,437,200,1996,121431,255287,121431,118957,1
61,6,437,100,1998,88001,201537,106891,88001,0
61,6,437,200,1998,106891,201537,106891,88001,2
62,1,438,100,1946,60513,116928,60513,55724,0
62,1,438,200,1946,55724,116928,60513,55724,0
62,1,438,100,1948,106096,163637,106096,57541,1
62,1,438,200,1948,57541,163637,106096,57541,0
62,1,438,100,1950,70165,139473,70165,67436,0
62,1,438,200,1950,67436,139473,70165,67436,0
62,1,438,100,1952,101864,200613,101864,97442,1
62,1,438,200,1952,97442,200613,101864,97442,0
62,1,438,100,1954,84745,152370,84745,67210,2
62,1,438,200,1954,67210,152370,84745,67210,0
62,1,438,100,1956,116487,201614,116487,85127,3
62,1,438,200,1956,85127,201614,116487,85127,0
62,1,438,100,1958,107567,161368,107567,53801,4
62,1,438,200,1958,53801,161368,107567,53801,0
62,1,438,100,1960,121610,202652,121610,81042,5
62,1,438,200,1960,81042,202652,121610,81042,0
62,1,438,100,1962,94680,169072,94680,74392,6
62,1,438,200,1962,74392,169072,94680,74392,0
62,1,438,100,1964,138475,205081,138475,65423,7
62,1,438,200,1964,65423,205081,138475,65423,0
62,1,438,100,1966,92688,165420,92688,72732,8
62,1,438,200,1966,72732,165420,92688,72732,0
62,1,438,100,1968,91199,199375,91199,82677,9
62,1,438,200,1968,82677,199375,91199,82677,0
62,1,438,100,1970,74444,164544,84843,74444,0
62,1,438,200,1970,84843,164544,84843,74444,0
62,1,438,100,1972,101832,197495,101832,93733,0
62,1,438,200,1972,93733,197495,101832,93733,1
62,1,438,100,1974,94583,161734,94583,66046,0
62,1,438,200,1974,66046,161734,94583,66046,0
62,1,438,100,1976,103037,193610,103037,89384,1
62,1,438,200,1976,89384,193610,103037,89384,0
62,1,438,100,1978,82742,134630,82742,49845,2
62,1,438,200,1978,49845,134630,82742,49845,0
62,1,438,100,1980,107364,179622,107364,67804,3
62,1,438,200,1980,67804,179622,107364,67804,0
62,1,438,100,1982,94969,157597,94969,59009,4
62,1,438,200,1982,59009,157597,94969,59009,0
62,1,438,100,1984,126348,203873,126348,73993,5
62,1,438,200,1984,73993,203873,126348,73993,0
62,1,438,100,1986,106113,155208,106113,NA,6
62,1,438,100,1988,133922,191509,133922,NA,7
62,1,438,100,1990,82176,128978,82176,46802,8
62,1,438,200,1990,46802,128978,82176,46802,0
62,1,438,100,1992,156629,227531,156629,70902,9
62,1,438,200,1992,70902,227531,156629,70902,0
62,1,438,100,1994,93123,155101,93123,61978,10
62,1,438,200,1994,61978,155101,93123,61978,0
62,1,438,100,1996,112631,197839,112631,79540,0
62,1,438,200,1996,79540,197839,112631,79540,0
62,1,438,100,1998,116628,174305,116628,52452,1
62,1,438,200,1998,52452,174305,116628,52452,0
62,2,439,100,1946,27393,83331,54768,27393,0
62,2,439,200,1946,54768,83331,54768,27393,0
62,2,439,100,1948,66579,138447,71868,66579,0
62,2,439,200,1948,71868,138447,71868,66579,1
62,2,439,100,1950,53313,127007,73045,53313,0
62,2,439,200,1950,73045,127007,73045,53313,2
62,2,439,200,1952,113566,179866,113566,NA,3
62,2,439,200,1954,80162,144938,80162,NA,4
62,2,439,100,1956,93572,200726,107153,93572,0
62,2,439,200,1956,107153,200726,107153,93572,5
62,2,439,100,1958,95409,177050,95409,80467,0
62,2,439,200,1958,80467,177050,95409,80467,0
62,2,439,100,1960,111077,262041,150964,111077,1
62,2,439,200,1960,150964,262041,150964,111077,0
62,2,439,100,1962,83235,218174,134939,83235,0
62,2,439,200,1962,134939,218174,134939,83235,0
62,2,439,100,1964,109526,216264,109526,106738,0
62,2,439,200,1964,106738,216264,109526,106738,1
62,2,439,100,1966,86685,184071,95123,86685,1
62,2,439,200,1966,95123,184071,95123,86685,1
62,2,439,100,1968,89917,242070,152153,89917,1
62,2,439,200,1968,152153,242070,152153,89917,2
62,2,439,100,1970,72339,197613,125274,72339,0
62,2,439,200,1970,125274,197613,125274,72339,3
62,2,439,100,1972,66817,199983,132562,66817,0
62,2,439,200,1972,132562,199983,132562,66817,4
62,2,439,200,1974,86720,180500,86720,52,5
62,2,439,200,1976,118936,240272,118936,NA,0
62,2,439,200,1978,88072,186961,88072,NA,0
62,2,439,200,1980,111825,272295,111825,4633,0
62,2,439,200,1982,59590,163654,59590,2862,0
62,2,439,200,1984,101488,222859,101488,2791,0
62,2,439,100,1986,91223,177254,91223,86031,0
62,2,439,200,1986,86031,177254,91223,86031,0
62,2,439,100,1988,147437,235015,147437,87578,1
62,2,439,200,1988,87578,235015,147437,87578,0
62,2,439,100,1990,105248,173474,105248,68226,2
62,2,439,200,1990,68226,173474,105248,68226,0
62,2,439,100,1992,164790,271361,164790,88470,3
62,2,439,200,1992,88470,271361,164790,88470,0
62,2,439,100,1994,105938,186661,105938,80723,4
62,2,439,200,1994,80723,186661,105938,80723,0
62,2,439,100,1996,145894,255784,145894,97865,5
62,2,439,200,1996,97865,255784,145894,97865,0
62,2,439,100,1998,113946,228442,113946,108385,0
62,2,439,200,1998,108385,228442,113946,108385,0
62,3,440,100,1946,37496,82539,45043,37496,0
62,3,440,200,1946,45043,82539,45043,37496,0
62,3,440,100,1948,65114,128426,65114,63312,0
62,3,440,200,1948,63312,128426,65114,63312,1
62,3,440,100,1950,55110,113941,58831,55110,1
62,3,440,200,1950,58831,113941,58831,55110,1
62,3,440,100,1952,62025,146764,84739,62025,1
62,3,440,200,1952,84739,146764,84739,62025,2
62,3,440,100,1954,55750,118634,62884,55750,0
62,3,440,200,1954,62884,118634,62884,55750,0
62,3,440,100,1956,73503,147699,74196,73503,0
62,3,440,200,1956,74196,147699,74196,73503,3
62,3,440,100,1958,63112,126768,63655,63112,0
62,3,440,200,1958,63655,126768,63655,63112,4
62,3,440,100,1960,79069,164894,85825,79069,0
62,3,440,200,1960,85825,164894,85825,79069,5
62,3,440,100,1962,62097,136945,74848,62097,0
62,3,440,200,1962,74848,136945,74848,62097,6
62,3,440,100,1964,85404,166948,85404,81544,0
62,3,440,200,1964,81544,166948,85404,81544,7
62,3,440,100,1966,76270,147483,76270,71213,1
62,3,440,200,1966,71213,147483,76270,71213,0
62,3,440,100,1968,88368,169541,88368,81173,2
62,3,440,200,1968,81173,169541,88368,81173,0
62,3,440,100,1970,87090,136778,87090,45610,3
62,3,440,200,1970,45610,136778,87090,45610,0
62,3,440,100,1972,107511,162067,107511,54556,4
62,3,440,200,1972,54556,162067,107511,54556,0
62,3,440,100,1974,91783,135081,91783,43298,5
62,3,440,200,1974,43298,135081,91783,43298,0
62,3,440,100,1976,89308,175184,89308,82269,6
62,3,440,200,1976,82269,175184,89308,82269,0
62,3,440,100,1978,69669,141442,69669,69303,0
62,3,440,200,1978,69303,141442,69669,69303,0
62,3,440,100,1980,105820,192783,105820,84292,1
62,3,440,200,1980,84292,192783,105820,84292,0
62,3,440,100,1982,92384,172889,92384,2439,2
62,3,440,100,1984,90063,214974,122669,90063,0
62,3,440,200,1984,122669,214974,122669,90063,0
62,3,440,100,1986,95353,183861,95353,88508,0
62,3,440,200,1986,88508,183861,95353,88508,1
62,3,440,100,1988,169284,216909,169284,NA,1
62,3,440,100,1990,124487,177363,124487,49961,2
62,3,440,200,1990,49961,177363,124487,49961,0
62,3,440,100,1992,114480,261962,143293,114480,0
62,3,440,200,1992,143293,261962,143293,114480,0
62,3,440,100,1994,63427,208792,145365,63427,0
62,3,440,200,1994,145365,208792,145365,63427,1
62,3,440,100,1996,82953,266476,183523,82953,0
62,3,440,200,1996,183523,266476,183523,82953,2
62,3,440,100,1998,74479,236653,156501,74479,0
62,3,440,200,1998,156501,236653,156501,74479,3
62,4,441,100,1946,20290,49184,28894,20290,0
62,4,441,200,1946,28894,49184,28894,20290,0
62,4,441,100,1948,34695,66901,34695,32206,0
62,4,441,200,1948,32206,66901,34695,32206,1
62,4,441,100,1950,35797,62471,35797,26674,1
62,4,441,200,1950,26674,62471,35797,26674,0
62,4,441,100,1952,39676,79323,39676,39647,2
62,4,441,200,1952,39647,79323,39676,39647,0
62,4,441,100,1954,34294,64112,34294,NA,3
62,4,441,100,1956,48489,78515,48489,30026,4
62,4,441,200,1956,30026,78515,48489,30026,0
62,4,441,100,1958,43785,68833,43785,25048,5
62,4,441,200,1958,25048,68833,43785,25048,0
62,4,441,100,1960,58731,85692,58731,26961,6
62,4,441,200,1960,26961,85692,58731,26961,0
62,4,441,100,1962,42462,72405,42462,29943,7
62,4,441,200,1962,29943,72405,42462,29943,0
62,4,441,100,1964,106685,169302,106685,62617,8
62,4,441,200,1964,62617,169302,106685,62617,0
62,4,441,100,1966,84107,143511,84107,59404,9
62,4,441,200,1966,59404,143511,84107,59404,0
62,4,441,100,1968,92680,169456,92680,76776,10
62,4,441,200,1968,76776,169456,92680,76776,0
62,4,441,100,1970,76244,138413,76244,62169,11
62,4,441,200,1970,62169,138413,76244,62169,0
62,4,441,100,1972,91151,186145,94994,91151,0
62,4,441,200,1972,94994,186145,94994,91151,0
62,4,441,100,1974,76452,159434,82982,76452,2
62,4,441,200,1974,82982,159434,82982,76452,1
62,4,441,100,1976,78355,222328,119408,78355,0
62,4,441,200,1976,119408,222328,119408,78355,2
62,4,441,100,1978,65241,168362,103121,65241,0
62,4,441,200,1978,103121,168362,103121,65241,3
62,4,441,100,1980,76849,260491,178221,76849,0
62,4,441,200,1980,178221,260491,178221,76849,0
62,4,441,100,1982,45750,151300,105550,45750,0
62,4,441,200,1982,105550,151300,105550,45750,1
62,4,441,100,1984,56462,205930,146469,56462,0
62,4,441,200,1984,146469,205930,146469,56462,2
62,4,441,100,1986,50672,167761,117089,50672,0
62,4,441,200,1986,117089,167761,117089,50672,3
62,4,441,100,1988,57552,213754,156202,57552,0
62,4,441,200,1988,156202,213754,156202,57552,4
